,text,Radnja,Rezija,Gluma,Muzika,Opsti utisak film,Opsti utisak komentar,Specijalni efekti
858,"Film je sjajan, sigurno se nećeš pokajati. Samo pažljivo otvori oči, i kao što film stalno napominje: ""Remember Sammy Jenkins!"" Ja naprosto obožavam ovaj projekat, prvi put kad sam gledao, čim se završio, odmah sam ga ponovo pustio. Javi utiske...",None,None,None,None,Positive,Neutral,None
859,"Wooow 10/10 :D Zvuči zanimljivo, iako mi se čini da sam gledao ovaj film, al davno.. odlična prilika da ga pogledam opet :D hvala na inspiraciji :D",None,None,None,None,Positive,Neutral,None
860,"Naprosto obožavam ovaj film... svima ga preporučujem, jako mi je drago da ti se svideo! :)",None,None,None,None,Positive,None,None
861,"Hvala za preporuku. Predivan film. Priča o velikom srcu i dobrom čoveku, ""Zvezdi"" obožavanoj od strane potpunih stranaca, koja biva emotivno odbačena i ponižavana od strane najbližih. Skrećem pažnju na scenu u mesari - ""u ringu"" sa babom koja hoće malo više, pa malo manje...",Positive,None,None,None,Positive,Positive,None
862,"Pogledao sam 10-15 min početak filma i više nisam mogao.. Ako uvod koji treba da privoli gledaoca može da bude ovoliko dosadan i glup, kako onda ostatak filma može biti dobar. I dalje mi nije jasna ovoliko velika ocena od 8 na IMBd-u. Moja ocena 1.",None,None,None,None,Negative,None,None
863,"Uh... Predobar film, sa originalnom pričom koja se ne ponavlja. I gluma je na odličnom nivou, kao i efekti. Dakle, da ne dužim, ovaj film je završio na visokom mestu na mojoj lestvici omiljenih. 10/10",Positive,None,Positive,None,Positive,None,Positive
864,Dobar film.. ali su efekti loši.....,None,None,None,None,Positive,None,Negative
866,"Odličan film, ja sam se oduševila kad sam ga pogledala!",None,None,None,None,Positive,None,None
867,"Uh ja ne mogu da se složim, ja sam iz bioskopa izašla mnogooo iznervirana jer pored načina snimanja i efekata cela priča je jedan blagi užas... ali kraj, kraj mi je bio vrhunac sa svom svojom patetikom. Mnogo sam očekivala a veoma malo dobila od filma, za mene veliko razočarenje.",Negative,None,None,None,Negative,Negative,Positive
869,sjajno. od plakanja do smejanja. čista desetka.,None,None,None,None,Positive,None,None
871,neoboriva fantazija!,None,None,None,None,Positive,None,None
872,vrhunski film po meni.,None,None,None,None,Positive,None,None
873,"Knjiga je ZAKON, dok je film pomalo dosadan. Teško je preneti na platno ono što je fantastično prikazano/rečeno u knjizi. Dž. Niklson je u ovom ostvarenju fantastičan 4/10",None,None,Positive,None,Negative,None,None
874,sjajan film a i Džim Keri kao negativac,None,None,Positive,None,Positive,None,None
875,"Ugasite svoj snobizam, i prepustite se filmu, kao da ništa ranije o njemu niste znali, garantujem vam da ćete uživati. - kratko i jasno!!!",None,None,None,None,Positive,None,None
876,Super je !,None,None,None,None,Positive,None,None
877,"Iako ne gotivim Quentina Tarantina, po meni je ovo njegov najbolji film koji mi se skroz svideo 9/10 :)",None,Neutral,None,None,Positive,None,None
878,"Remek delo, originalan i interesantan, u isto vreme duhovit i crn na Kventinov način, odlična glumačka ekipa, odlična priča, od mene ima ocenu 10! PREPORUKA :)!",Positive,None,Positive,None,Positive,None,None
879,"Christoph Waltz - maestralno.... Intro koji traje mnogo duže nego što mislite, zahvaljujući onome u čemu je Tarantino najbolji: dijalog... Uvuče vas sjajan glumac i odličan scenario u priču i sami ne znate kako to da je prošlo već pola sata.... Dobar...",Positive,Positive,Positive,None,Positive,None,None
880,"Film je odličan, ostavlja jak utisak, postoje scene u filmu koje su zaista upečatljive, posebno početak filma.",Positive,None,None,None,Positive,None,None
881,"Ne znam šta bih rekao za ovaj film, u nekim momentima zanimljiv, a u nekim dosadan [predugački dijalozi koji traju u filmu i više od 5 min. pomalo zamaraju gledaoca.] Ali prepoznaje se u filmu originalni Tarantinov ''pečat''. 6/10",None,Neutral,None,None,Neutral,None,None
882,Zaista nešto novo i genijalno !,None,None,None,None,Positive,None,None
883,Nešto potpuno drugačije! Slažem se sa osmicom Gorane.,None,None,None,None,None,Positive,None
884,"meni se skroz svideo, pogotovo doktor, on je sjajan.",None,None,None,None,Positive,None,None
885,"Iznenađujuće dobar film. To kažem zato što nisam neki ljubitelj Steve Carell-a, ali u kombinaciji sa jedinstvenom Tinom Fey, odličan film.",None,None,Positive,None,Positive,None,None
886,"Baš onako opušten nenapadan film, sa odličnom muzikom i odličnim glavnim glumcem :D totalno kul :D",None,None,Positive,Positive,Positive,None,None
887,"Voleo bih kada bi neko mogao da preporuči neki sličan film, jer ja sam ovim oduševljen! U top 10 ide sigurno! P.S. Svaka čast Vama Gorane! Samo napred! Pratim Vas skoro svakodnevno!!",None,None,None,None,Positive,Positive,None
888,"Posle ovoga imam utisak da je neko stvarno lud, il on il ja.. xD Odličan film, Scorsese carina!",None,Positive,None,None,Positive,None,None
889,"Fenomenalan film. Postoji ideja da Mulholland prati istu priču kao i Lost Highway, samo što je Mulholland ženska verzija te priče, a Lost Highway muška. Linč je genije.",Neutral,Positive,None,None,Positive,None,None
890,"Lepota od filma. Hvala što ste mi ukazali na njega, odlični ste i za ostale.",None,None,None,None,Positive,Positive,None
891,"10/10 je dovoljno. oni koji ne vole puno da razmišljaju mogu da se vrate filmovima tipa ""Avatar"" :)",None,None,None,None,Positive,None,None
892,"Sjajan film, Tom Hardy je fantastičan kao i uvek!!!",None,None,Positive,None,Positive,None,None
893,moj omiljeni... prosto savršen...,None,None,None,None,Positive,None,None
894,"Odličan film, GENIJALNO 10/10",None,None,None,None,Positive,None,None
895,u top 5 mi je...,None,None,None,None,Positive,None,None
896,film je genijalan.. jedan od retkih filmova koje sam gledao u HDTV formatu... jer zaslužuje tako nešto,None,None,None,None,Positive,None,None
897,Tideland me uznemirio. Istina je da priča priču i da je odlično urađen.,Positive,None,None,None,Positive,None,Positive
898,"Odličan film, Fantastična fotografija!!!",None,None,None,None,Positive,None,Positive
899,Jeдан од мојих омиљених филмова. Само бих још напоменуо и ОСТ који се невероватно уклапа у целу атмосферу.,None,None,None,None,Positive,None,None
901,jedan od najboljih filmova koje sam gledao!,None,None,None,None,Positive,None,None
902,"Slažem se sa recenzijom, sjajan film, odličan izbor glumaca. Brian Gleeson je neverovatan!",None,None,Positive,None,Positive,Positive,None
903,"Одличан филм, заиста.",None,None,None,None,Positive,None,None
904,brutalan film.,None,None,None,None,Positive,None,None
905,"Tema filma je glupa do bola. Međutim glumci su odlično odglumili, posebno Izabela Roselini.",Negative,None,Positive,None,None,None,None
906,"kakva filmčina, čista 10!",None,None,None,None,Positive,None,None
907,remek delo. 10/10. Slažem se sa recenzijom.,None,None,None,None,Positive,Positive,None
908,"sjajan! možda i najbolji njegov film, iako vrlo potcenjen.",None,None,None,None,Positive,None,None
909,Tj. tvoj ego se ne slaže sa tim :) Odličan film!,None,None,None,None,Positive,Neutral,None
910,"ne.. baš je fora da ne treba da se film ""udvara"" sa nekim ribama gledaocima i sl... nego je baš super to što se ne ulizuje.. ubedio je gledaoce da je ovo neprevaziđen betmen po kvalitetu, glumi, priči... a hit ledžer je ušao u legendu ovom ulogom..",Positive,None,Positive,None,Positive,None,None
911,"da, ne zna se koji je film lošiji od Nolana gde je Bale glumio...",None,Neutral,Negative,None,Negative,None,None
912,Tačno je da nije kriv Bejl. Kriv je Nolan što ga je angažovao.,None,Negative,Neutral,None,None,None,None
913,nikada ovaj nastavak betmena neće biti prevaziđen!!,None,None,None,None,Positive,None,None
914,Nolan je objasnio! Ledžer je objasnio! Najbolji Betmen film do sada :D,None,Positive,Positive,None,Positive,None,None
915,"Dosta kritičara i fanova filma smatraju da je precenjen... ja nisam jedan od tih, veoma poštujem celu Batman franšizu, kao i Krisa Nolana.... a film sam po sebi mi je ništa manje od fantastičnog.... gledao sam ga u bioskopu, morao sam sebi dozvoliti pun ugođaj ovog blokbastera! :))",None,Positive,None,None,Positive,None,None
917,I ja jakooooo! Nekako previše volim ovaj film.,None,None,None,None,Positive,Positive,None
918,preeenaporan film :),None,None,None,None,Negative,None,None
919,dobar zaključak :),None,None,None,None,None,Positive,None
920,apsolutno se slažem sa Goranovim tekstom !!!,None,None,None,None,None,Positive,None
921,"Da, nije loš... ali nije ni u rangu hype-a kojeg je podigao oko sebe!",None,None,None,None,Neutral,Positive,None
922,"Ništa posebno, ali daleko od lošeg. Film ima te neke geeky momente koje obični smrtnici jednostavno ne mogu da dožive ili primete...",None,None,None,None,Neutral,None,None
924,"OVERRATED!!! Površno urađen, bez ikakvog ulaženja u likove, mogli su stvarno dokumentarac da snime....... Zaključak: nije loš, ali ne razumem toliku opsednutost filmom....... A Finchera sam već ispljuvao u ranijim postovima, neću više, obećavam. :)",None,Negative,None,None,Negative,None,None
925,"Upravo to... sve se vrti tu negde okolo, a ništa o materiji konkretno...",None,None,None,None,Neutral,Positive,None
926,"Da, oseća se neka praznina i nekompletnost... moglo je biti mnogo bolje.",None,None,None,None,Neutral,Positive,None
927,"I ja bih verovatno kliknula Ignore. Nije to to što sam očekivala. Kada je film završen, ostala sam u čudu: ""Šta, to je to?"" Pff. 5/10",None,None,None,None,Negative,None,None
928,"Šteta, ovo je omaž starim video igrama, implementiran u jednu modernu, teen independent priču. Šteta što ga nisi dovoljno dobro doživeo.",None,None,None,None,None,Negative,None
929,"Ovo je meni jedan od dosadnijih filmova koje sam ikada gledao. Poenta je na nuli, priča je za decu manju od 9 godina, završava se totalno bez veze, ma ništa mi se nije svidelo.",Negative,None,None,None,Negative,None,None
930,"Ne znam generalno mi je cool, razumem taj igrica platforma build up, ali mi je možda samo još malo zapleta i neizvesnosti falilo da bude savršen.",None,None,None,None,Positive,None,None
931,"nikako za višestruko gledanje :) ali da - nije baš loš. samo, eto, nije ni nešto ekstraposebno dobar :)",None,None,None,None,Neutral,None,None
932,"Pa da, vrlo je jednostavan i tu je isključivo da zabavi... mislim stvarno da nije za višestruko gledanje",None,None,None,None,Neutral,None,None
933,"Ok filmić, mada poprilično plitak i bez neke posebne emocije nakon gledanja. Ono ok, nisam bacio sat i po života, ali nemam želju da ga ikome prepričavam ili tome slično. Fino za ubijanje vremena ;)",None,None,None,None,Neutral,None,None
935,"Odličan film, moraću da ""ponovim gradivo"" uskoro! ;)",None,None,None,None,Positive,None,None
937,zaslužen Oskar! :),None,None,None,None,Positive,None,None
938,"Evo malopre sam ga pogledao i fantastičan je, nemam nikakvih zamerki sve je odrađeno kako treba.... uzbudljivo, smešno, zanimljivo, neizvesno, drugačije - baš ono što očekujem od animiranih filmova :)",None,None,None,None,Positive,None,None
939,"Moram da priznam da nisam pogledao prva dva dela, ali treći je fenomenalan. Poruka Pixaru: WALL-E, Up, Toy Story 3, pa dokle više??? Dajte, snimite neki osrednji film, da i drugi studiji imaju šansu......... :)",None,None,None,None,Positive,None,None
940,"Ne znam meni film nije bio toliko loš, čak sam ga dva puta gledao, što ne znači ništa. Ali, mislim da si mogao dati možda malo veću ocenu.",None,None,None,None,Neutral,Negative,None
941,Više sam očekivala od Tima Bartona....... Šteta!,None,Negative,None,None,None,None,None
942,"Ni malo mi se nije svideo, očekivala sam možda i previše! Doduše, i sama Alisa je bila jedini crtani koji baš i nisam volela u detinjstvu :D",None,None,None,None,Negative,None,None
944,"Hahaha ukrade mi recenziju iz usta :))) Jeste, upravo tako, film je vizuelno odličan, ali, brate, scenario i gluma... krš.",Negative,None,Negative,None,None,Positive,Positive
945,Previsoka ocena za ovaj film... Po meni 4/10 i ne preko toga... Veoma slab film..,None,None,None,None,Negative,None,None
946,..a skroz sam verovala da je dobar film. kad ono.,None,None,None,None,Negative,None,None
951,"Film je baš baš mnogo gotivan, dok sam ga gledao imao sam osećaj da mi se trese kuća od smeha",None,None,None,None,Positive,None,None
952,"Kluni je neverovatan u filmu, film je toliko ispunjen humorom da me je u par scena zaboleo stomak od smejanja. Sam južnjački naglasak je sam po sebi urnebesan. Film koji zaslužuje da bude klasik",Positive,None,Positive,None,Positive,None,None
954,"fenomenalna muzika! :) mislim, sve su to pesme koje smo čuli nebrojeno puta do sad, ali je izbor odličan",None,None,None,Positive,None,None,None
955,"Odličan film, sa odličnom muzikom i dosta dobrom pričom, braća Coen još jednom nisu razočarali :D",Positive,Positive,None,Positive,Positive,None,None
956,Prekrasan.,None,None,None,None,Positive,None,None
957,Prelep film i odlična priča. Sve preporuke.,Positive,None,None,None,Positive,None,None
960,"jako, jako dobar film! ovo definitivno treba pogledati. prava je šteta kako neki filmovi ne pronađu put do publike...",None,None,None,None,Positive,None,None
961,"Rourke je kao i uvek više nego odličan.  A što se tiče priče, stvarno imaju mnogo da biraju, pošto strip ima brdo izdanja. Pretpostavljam da će se opredeliti za onaj momenat kada i Pepper dobije svoje odelo.",Neutral,None,Positive,None,None,None,None
963,"Scena zbog koje je vredelo gledati film: pregovori u crkvi, Silvester, Švarceneger i Brus Vilis. Priceless!!! (u prevodu: prsoh od smeha!)",None,None,Positive,None,Positive,None,None
965,"Pa to, zabavan jeste, ali je već viđen... u potpunosti se slažemo :D",Positive,None,None,None,Neutral,Positive,None
966,remek delo!,None,None,None,None,Positive,None,None
967,"Odlična ekranizacija, još bolja filmska ekipa, i imam ga u kolekciji filmova, 10 čista",None,Positive,Positive,None,Positive,None,None
968,da li neko može da mi objasni kakav ugovor je imao Louis Cyphre sa Johnny Favorite-om (angel heart-om)? kakvo prodavanje duše i šta je poenta svega?,None,None,Neutral,None,None,None,None
969,scena od koje se ježim kad de niro ljušti jaje.,None,None,Positive,None,None,None,None
970,"nemaju ljudi pažnju za film koji se kroz duraciju gradi. Ne znam šta da ti kažem osim da znaš gde da pratiš, imamo sličan ukus filmova koliko sam do sada primetio :)",None,None,None,None,None,Positive,None
971,U pravu si za Di Kapria. U pravu si i za Cimera. I to je otprilike to. Ostalo si omašio.,None,None,Neutral,None,None,Negative,None
972,"Slažem se, izuzetno je originalan i kreativan, pored svog zaplitanja u pitanja nauke, on poseduje i izuzetan ritam koji trajanje filma čini čarobnim... odličan projekat",None,None,None,None,Positive,Positive,None
